origin,destination,volume
114273,113577,11776.25
114273,113638,43047.5
114273,113669,28528.75
114273,113686,13110.0
114273,114212,38862.5
114273,116640,251.25
114273,116720,5765.0
114273,116733,10022.5
114273,116744,1247.5
114273,116769,11257.5
114273,116891,3590.0
114273,116901,818.75
114273,116908,5551.25
114273,116910,407.5
114273,116957,15545.0
114273,116962,9632.5
114273,117010,31588.75
114273,117966,26613.75
114273,181006,6432.5
114273,181011,1488.75
114273,181027,8710.0
114273,181072,12287.5
114273,195865,171627.5
114273,195896,139370.0
114273,195969,55591.25
114273,196014,4495.0
114273,196022,7126.25
114273,196061,3880.0
114273,196109,3888.75
114273,196702,5840.0
114273,196704,102.5
115751,113439,24328.75
115751,113445,2297.5
115751,113451,2300.0
115751,113498,1478.75
115751,113520,345.0
115751,113555,2627.5
115751,113577,22481.25
115751,113638,762.5
115751,113658,166.25
115751,113669,1426.25
115751,113686,582.5
115751,114212,1550.0
115751,116640,11110.0
115751,116733,5432.5
115751,116769,5598.75
115751,116891,793.75
115751,116901,110.0
115751,116908,703.75
115751,116910,12506.25
115751,116957,641.25
115751,116962,946.25
115751,117010,2505.0
115751,117020,20.0
115751,117966,363.75
115751,181011,29788.75
115751,181027,14940.0
115751,181072,1127.5
115751,195865,647.5
115751,195896,221.25
115751,195944,24396.25
115751,195969,758.75
115751,196014,568.75
115751,196022,251.25
115751,196061,322.5
115751,196109,1215.0
115751,196702,186705.0
115751,196704,36165.0
116640,106832,555.0
116640,108865,182.5
116640,112601,91.25
116640,113439,24578.75
116640,113445,14072.5
116640,113498,870.0
116640,113520,338.75
116640,113555,60012.5
116640,113577,62837.5
116640,113638,863.75
116640,113658,203.75
116640,113669,1178.75
116640,113686,553.75
116640,114212,786.25
116640,114273,145.0
116640,115751,12952.5
116640,116720,1402.5
116640,116733,3217.5
116640,116744,450.0
116640,116769,1800.0
116640,116891,1927.5
116640,116901,157.5
116640,116908,1846.25
116640,116910,4071.25
116640,116957,912.5
116640,116962,1057.5
116640,117010,6490.0
116640,117020,12.5
116640,117966,183.75
116640,181006,11877.5
116640,181011,31960.0
116640,181027,6731.25
116640,181072,253.75
116640,195865,181.25
116640,195896,105.0
116640,195944,5893.75
116640,195969,416.25
116640,196009,4858.75
116640,196014,193.75
116640,196022,268.75
116640,196061,387.5
116640,196109,4465.0
116640,196702,50833.75
116640,196704,1025.0
116720,106832,11352.5
116720,108865,2426.25
116720,113439,3298.75
116720,113445,8443.75
116720,113451,85037.5
116720,113468,237915.0
116720,113498,17355.0
116720,113520,1253.75
116720,113555,19186.25
116720,113577,13796.25
116720,113638,5517.5
116720,113658,2497.5
116720,113669,17950.0
116720,113686,3540.0
116720,114212,11776.25
116720,114273,7075.0
116720,116640,3522.5
116720,116733,47126.25
116720,116744,54395.0
116720,116769,115427.5
116720,116891,1215.0
116720,116901,550.0
116720,116908,5543.75
116720,116910,5336.25
116720,116957,6420.0
116720,116962,6246.25
116720,117010,30816.25
116720,117020,232.5
116720,117966,2478.75
116720,181011,6896.25
116720,181027,15742.5
116720,181072,4806.25
116720,195865,8705.0
116720,195896,5298.75
116720,195944,95185.0
116720,195969,10375.0
116720,196014,1538.75
116720,196022,460.0
116720,196061,4630.0
116720,196109,3992.5
116720,196702,27091.25
116733,106832,7173.75
116733,108865,3408.75
116733,112601,1895.0
116733,113439,16361.25
116733,113445,8918.75
116733,113451,61956.25
116733,113468,62392.5
116733,113498,100900.0
116733,113520,30211.25
116733,113555,174661.25
116733,113577,55626.25
116733,113638,27305.0
116733,113658,6467.5
116733,113669,27815.0
116733,113686,15916.25
116733,114212,27358.75
116733,114273,6775.0
116733,115751,1.25
116733,116640,5580.0
116733,116720,48673.75
116733,116744,17532.5
116733,116769,49472.5
116733,116891,7405.0
116733,116908,4228.75
116733,116910,19850.0
116733,116957,12443.75
116733,116962,6042.5
116733,117010,76518.75
116733,117966,13203.75
116733,181006,18710.0
116733,181011,15232.5
116733,181027,59230.0
116733,181072,4042.5
116733,195865,2512.5
116733,195896,1.25
116733,195944,95552.5
116733,195969,42708.75
116733,196009,97396.25
116733,196022,20286.25
116733,196061,5065.0
116733,196109,13958.75
116733,196702,33235.0
116744,106832,2898.75
116744,108865,696.25
116744,112601,421.25
116744,113439,7225.0
116744,113445,10868.75
116744,113451,68930.0
116744,113468,19575.0
116744,113498,6940.0
116744,113520,742.5
116744,113555,3306.25
116744,113577,22410.0
116744,113638,1172.5
116744,113658,190.0
116744,113669,1590.0
116744,113686,936.25
116744,114212,1192.5
116744,114273,607.5
116744,116640,433.75
116744,116720,34958.75
116744,116733,34233.75
116744,116769,25908.75
116744,116891,310.0
116744,116901,50.0
116744,116908,450.0
116744,116910,625.0
116744,116957,546.25
116744,116962,472.5
116744,117010,7337.5
116744,117020,16.25
116744,117966,677.5
116744,181006,13506.25
116744,181011,3180.0
116744,181027,16957.5
116744,181072,792.5
116744,195865,1525.0
116744,195896,487.5
116744,195944,17761.25
116744,195969,1522.5
116744,196009,19927.5
116744,196014,121.25
116744,196022,287.5
116744,196061,400.0
116744,196109,325.0
116744,196702,14931.25
116744,196704,210.0
116769,106832,7840.0
116769,108865,2108.75
116769,113439,2536.25
116769,113445,25542.5
116769,113451,34025.0
116769,113468,25667.5
116769,113498,128067.5
116769,113520,6168.75
116769,113555,21593.75
116769,113577,10376.25
116769,113638,2033.75
116769,113658,1932.5
116769,113669,33972.5
116769,113686,7037.5
116769,114212,15883.75
116769,114273,5878.75
116769,115751,1712.5
116769,116640,1272.5
116769,116720,96407.5
116769,116733,91491.25
116769,116744,22443.75
116769,116891,1796.25
116769,116901,272.5
116769,116908,2901.25
116769,116910,2620.0
116769,116957,3223.75
116769,116962,3171.25
116769,117010,36322.5
116769,117020,258.75
116769,117966,6493.75
116769,181006,6907.5
116769,181011,13827.5
116769,181027,13646.25
116769,181072,3211.25
116769,195865,5407.5
116769,195896,14100.0
116769,195944,66012.5
116769,195969,30126.25
116769,196009,123285.0
116769,196014,1855.0
116769,196022,1566.25
116769,196061,2373.75
116769,196109,3103.75
116769,196702,20257.5
116769,196704,631.25
116891,106832,7437.5
116891,108865,2363.75
116891,112601,1026.25
116891,113439,6555.0
116891,113445,1061.25
116891,113468,9112.5
116891,113498,1671.25
116891,113520,2545.0
116891,113555,2711.25
116891,113577,72166.25
116891,113638,7783.75
116891,113658,3546.25
116891,113669,13823.75
116891,113686,4001.25
116891,114212,6220.0
116891,114273,1061.25
116891,115751,956.25
116891,116640,1037.5
116891,116720,905.0
116891,116733,6067.5
116891,116744,167.5
116891,116769,1206.25
116891,116901,8101.25
116891,116908,33511.25
116891,116910,13323.75
116891,116957,13808.75
116891,116962,23590.0
116891,117010,29818.75
116891,117020,231.25
116891,117966,572.5
116891,181006,7043.75
116891,181011,6673.75
116891,181027,9837.5
116891,181072,1123.75
116891,195865,937.5
116891,195896,837.5
116891,195926,693.75
116891,195944,23182.5
116891,195969,2068.75
116891,196009,17685.0
116891,196014,3457.5
116891,196022,3585.0
116891,196061,3776.25
116891,196109,19186.25
116891,196702,4293.75
116891,196704,91.25
116901,106832,660.0
116901,108865,243.75
116901,112601,115.0
116901,113439,33.75
116901,113445,47.5
116901,113468,758.75
116901,113498,3.75
116901,113520,8.75
116901,113555,1595.0
116901,113577,11230.0
116901,113638,28.75
116901,113658,18.75
116901,113669,61.25
116901,113686,15.0
116901,114212,26.25
116901,114273,2.5
116901,115751,21.25
116901,116640,1.25
116901,116720,1.25
116901,116733,20.0
116901,116769,2.5
116901,116891,3553.75
116901,116908,1160.0
116901,116910,78.75
116901,116957,111.25
116901,116962,126.25
116901,117010,77605.0
116901,117020,1.25
116901,117966,1.25
116901,181006,471.25
116901,181011,6.25
116901,181027,26.25
116901,181072,113.75
116901,195865,88.75
116901,195896,2.5
116901,195926,113.75
116901,195944,2371.25
116901,195969,5.0
116901,196009,1350.0
116901,196014,15.0
116901,196022,17.5
116901,196061,10.0
116901,196109,58.75
116901,196702,6.25
116908,106832,7631.25
116908,108865,2250.0
116908,112601,980.0
116908,113439,13703.75
116908,113445,4071.25
116908,113468,9035.0
116908,113498,5261.25
116908,113520,8791.25
116908,113555,15607.5
116908,113577,71353.75
116908,113638,23605.0
116908,113658,6943.75
116908,113669,2761.25
116908,113686,13136.25
116908,114212,17170.0
116908,114273,4185.0
116908,115751,1703.75
116908,116640,2578.75
116908,116720,3215.0
116908,116733,15502.5
116908,116744,522.5
116908,116769,4726.25
116908,116891,11285.0
116908,116901,5325.0
116908,116910,47626.25
116908,116957,8228.75
116908,116962,32243.75
116908,117010,24263.75
116908,117020,547.5
116908,117966,1772.5
116908,181006,9900.0
116908,181011,17665.0
116908,181027,27582.5
116908,181072,938.75
116908,195865,771.25
116908,195896,2983.75
116908,195926,668.75
116908,195944,23970.0
116908,195969,6432.5
116908,196009,16285.0
116908,196014,6243.75
116908,196022,9357.5
116908,196061,10147.5
116908,196109,8413.75
116908,196702,9745.0
116908,196704,160.0
116910,106832,5587.5
116910,108865,1487.5
116910,112601,621.25
116910,113439,6015.0
116910,113445,11587.5
116910,113451,12267.5
116910,113468,1431.25
116910,113498,12103.75
116910,113520,4528.75
116910,113555,14135.0
116910,113577,48077.5
116910,113638,10081.25
116910,113658,5410.0
116910,113669,5582.5
116910,113686,9855.0
116910,114212,10088.75
116910,114273,2580.0
116910,115751,24226.25
116910,116640,13240.0
116910,116720,1441.25
116910,116733,7510.0
116910,116744,1165.0
116910,116769,13428.75
116910,116891,22463.75
116910,116901,3428.75
116910,116908,26251.25
116910,116957,11155.0
116910,116962,5235.0
116910,117010,25045.0
116910,117020,313.75
116910,117966,1157.5
116910,181006,11196.25
116910,181011,3381.25
116910,181027,30888.75
116910,181072,792.5
116910,195865,453.75
116910,195896,1587.5
116910,195926,568.75
116910,195944,19090.0
116910,195969,3367.5
116910,196009,10712.5
116910,196014,5988.75
116910,196022,6437.5
116910,196061,4341.25
116910,196109,32916.25
116910,196702,14912.5
116910,196704,1123.75
116957,108865,1220.0
116957,112601,705.0
116957,113439,2478.75
116957,113445,986.25
116957,113468,4807.5
116957,113498,3493.75
116957,113520,3682.5
116957,113555,39098.75
116957,113577,18688.75
116957,113638,21086.25
116957,113658,16498.75
116957,113669,14091.25
116957,113686,3988.75
116957,114212,3012.5
116957,114273,1892.5
116957,115751,428.75
116957,116640,228.75
116957,116720,711.25
116957,116733,6692.5
116957,116744,147.5
116957,116769,2152.5
116957,116891,5875.0
116957,116901,1623.75
116957,116908,1367.5
116957,116910,2135.0
116957,116962,57436.25
116957,117010,85567.5
116957,117020,1272.5
116957,117966,847.5
116957,181006,4348.75
116957,181011,1305.0
116957,181027,5280.0
116957,195896,1420.0
116957,195926,532.5
116957,195944,20703.75
116957,195969,9882.5
116957,196009,8268.75
116957,196014,49498.75
116957,196022,31418.75
116957,196061,1980.0
116957,196109,6590.0
116957,196702,1582.5
116957,196704,30.0
116962,106832,2367.5
116962,108865,2036.25
116962,112601,872.5
116962,113439,4326.25
116962,113445,1273.75
116962,113468,8067.5
116962,113498,2631.25
116962,113520,4100.0
116962,113555,12986.25
116962,113577,83772.5
116962,113638,18281.25
116962,113658,11447.5
116962,113669,11271.25
116962,113686,1308.75
116962,114212,9031.25
116962,114273,1643.75
116962,115751,803.75
116962,116640,446.25
116962,116720,1043.75
116962,116733,3371.25
116962,116744,190.0
116962,116769,1595.0
116962,116891,15037.5
116962,116901,1677.5
116962,116908,1586.25
116962,116910,3622.5
116962,116957,52331.25
116962,117010,96510.0
116962,117020,777.5
116962,117966,785.0
116962,181006,6788.75
116962,181011,2795.0
116962,181027,2936.25
116962,181072,836.25
116962,195896,1275.0
116962,195926,716.25
116962,195944,25785.0
116962,195969,5326.25
116962,196009,13452.5
116962,196014,20978.75
116962,196022,42428.75
116962,196061,3831.25
116962,196109,14077.5
116962,196702,3158.75
116962,196704,52.5
117010,108865,263070.0
117010,112601,111220.0
117010,113439,16223.75
117010,113445,2005.0
117010,113451,48202.5
117010,113468,203392.5
117010,113498,71028.75
117010,113520,77532.5
117010,113555,153592.5
117010,113577,165857.5
117010,113638,277086.25
117010,113658,113828.75
117010,113669,322163.75
117010,113686,82917.5
117010,114212,67290.0
117010,114273,35732.5
117010,115751,44798.75
117010,116640,20207.5
117010,116720,47892.5
117010,116733,81093.75
117010,116744,6186.25
117010,116769,59488.75
117010,116891,22272.5
117010,116901,106697.5
117010,116908,44571.25
117010,116910,25440.0
117010,116957,105853.75
117010,116962,72798.75
117010,117020,21670.0
117010,117966,53653.75
117010,181006,157320.0
117010,181011,14698.75
117010,181027,43245.0
117010,195896,26475.0
117010,195926,46425.0
117010,195944,779521.25
117010,195969,99702.5
117010,196009,87365.0
117010,196014,180940.0
117010,196022,226783.75
117010,196061,4876.25
117010,196109,11958.75
117010,196702,71323.75
117010,196704,2883.75
117020,108865,4500.0
117020,113439,186.25
117020,113445,98.75
117020,113468,38531.25
117020,113498,470.0
117020,113520,1062.5
117020,113555,38836.25
117020,113577,18486.25
117020,113638,3357.5
117020,113669,23255.0
117020,113686,1121.25
117020,115751,43.75
117020,116640,10.0
