source,target,position_x,position_y,capacity,travel_speed,segment_length
109298,113757,1.185568,49.24643,9000000.0,100.0,15.992
109298,109299,1.185568,49.24643,9000000.0,100.0,5.845000000000001
109298,108957,1.185568,49.24643,9000000.0,100.0,75.367
108667,109124,3.960615,49.25177100000001,9000000.0,100.0,14.923
108667,114089,3.960615,49.25177100000001,9000000.0,100.0,92.07000000000001
108667,109203,3.960615,49.25177100000001,9000000.0,100.0,94.053
260087,109686,6.119006643,49.43161895,9000000.0,100.0,21.443
109657,109733,6.183882,48.626214,9000000.0,100.0,81.37
109657,110307,6.183882,48.626214,9000000.0,100.0,16.151
109657,109663,6.183882,48.626214,9000000.0,100.0,9.899000000000001
109657,109659,6.183882,48.626214,9000000.0,100.0,4.7330000000000005
110307,109657,6.384524,48.603263,9000000.0,100.0,16.151
102007,102010,4.790593,46.282325,9000000.0,100.0,8.276
102007,113968,4.790593,46.282325,9000000.0,100.0,62.611999999999995
102007,102518,4.790593,46.282325,9000000.0,100.0,40.514
102007,102001,4.790593,46.282325,9000000.0,100.0,9.241999999999999
109607,113810,2.899238647,50.31468719,9000000.0,100.0,14.740000000000002
109607,109627,2.899238647,50.31468719,9000000.0,100.0,20.195999999999998
109607,109266,2.899238647,50.31468719,9000000.0,100.0,33.248000000000005
109607,109608,2.899238647,50.31468719,9000000.0,100.0,26.609
113811,113810,3.039489,50.406573,9000000.0,100.0,5.404999999999999
113800,109608,3.487659,50.340813,9000000.0,100.0,34.809
113800,122665,3.487659,50.340813,9000000.0,100.0,13.155
113800,113805,3.487659,50.340813,9000000.0,100.0,44.855000000000004
108641,113805,3.080258,50.617123,9000000.0,100.0,2.502
108641,109613,3.080258,50.617123,9000000.0,100.0,71.998
108641,109601,3.080258,50.617123,9000000.0,100.0,26.197
109467,109472,-1.1948219999999998,49.303894,9000000.0,100.0,63.07600000000001
109467,113775,-1.1948219999999998,49.303894,9000000.0,100.0,48.69800000000001
109467,101950,-1.1948219999999998,49.303894,9000000.0,100.0,19.451999999999995
109467,108425,-1.1948219999999998,49.303894,9000000.0,100.0,50.971999999999994
250400,250392,3.0997766980000003,48.05562902,9000000.0,100.0,99.477
250392,250400,1.846510677,48.042084,9000000.0,100.0,99.477
250392,109431,1.846510677,48.042084,9000000.0,100.0,10.501
250392,108996,1.846510677,48.042084,9000000.0,100.0,56.626000000000005
250389,250385,-0.445383469,43.35405363,9000000.0,100.0,149.19199999999998
250385,250389,-0.195556216,44.52701604,9000000.0,100.0,149.19199999999998
250385,102219,-0.195556216,44.52701604,9000000.0,100.0,41.727000000000004
250385,102394,-0.195556216,44.52701604,9000000.0,100.0,149.106
102717,109342,2.976975,46.325693,9000000.0,100.0,160.192
102717,110132,2.976975,46.325693,9000000.0,100.0,30.821
102717,110134,2.976975,46.325693,9000000.0,100.0,61.27700000000001
125223,122396,7.530674431,43.89024188,9000000.0,100.0,34.99
122863,102106,0.767181054,47.46228182,9000000.0,100.0,58.50399999999999
122863,109406,0.767181054,47.46228182,9000000.0,100.0,12.21
122863,109433,0.767181054,47.46228182,9000000.0,100.0,99.059
122855,102191,-1.216966,46.822763,9000000.0,100.0,105.24199999999999
122855,109868,-1.216966,46.822763,9000000.0,100.0,90.505
122855,109815,-1.216966,46.822763,9000000.0,100.0,65.494
102800,102978,4.348546,43.810438,9000000.0,100.0,71.134
102800,102775,4.348546,43.810438,9000000.0,100.0,138.882
102800,102804,4.348546,43.810438,9000000.0,100.0,53.138
101931,109342,2.044117,47.290384,9000000.0,100.0,4.935
101931,109433,2.044117,47.290384,9000000.0,100.0,73.04
101931,109406,2.044117,47.290384,9000000.0,100.0,104.86
109909,109519,0.14951,48.036163,9000000.0,100.0,2.464
109909,109843,0.14951,48.036163,9000000.0,100.0,143.10299999999998
109909,109864,0.14951,48.036163,9000000.0,100.0,69.94900000000001
109487,113775,-1.339035,48.630217,9000000.0,100.0,54.540000000000006
109487,110055,-1.339035,48.630217,9000000.0,100.0,73.999
109487,109951,-1.339035,48.630217,9000000.0,100.0,90.499
122755,260115,0.314354463,49.31970812,9000000.0,100.0,24.704
122755,109311,0.314354463,49.31970812,9000000.0,100.0,25.412000000000003
122755,109286,0.314354463,49.31970812,9000000.0,100.0,9.157
109260,109266,2.8310461310000004,49.84835296,9000000.0,100.0,20.138
109260,109205,2.8310461310000004,49.84835296,9000000.0,100.0,44.556
109260,109203,2.8310461310000004,49.84835296,9000000.0,100.0,29.942
109260,109208,2.8310461310000004,49.84835296,9000000.0,100.0,51.637
109608,109607,3.126799559,50.14450044,9000000.0,100.0,26.609
109608,113800,3.126799559,50.14450044,9000000.0,100.0,34.809
109608,108714,3.126799559,50.14450044,9000000.0,100.0,34.271
109608,109266,3.126799559,50.14450044,9000000.0,100.0,22.234
122697,102624,4.168056,45.836844,9000000.0,100.0,4.708
122674,114338,2.182497,49.052185,9000000.0,100.0,10.602
109205,109260,2.240846,49.846819,9000000.0,100.0,44.556
109205,109247,2.240846,49.846819,9000000.0,100.0,3.917
109205,109042,2.240846,49.846819,9000000.0,100.0,92.606
122665,113800,3.615321,50.397093,9000000.0,100.0,13.155
122662,109697,7.040506,49.088198,9000000.0,100.0,5.762
122657,109751,7.730244108,48.569612,9000000.0,100.0,1.835
122657,107721,7.730244108,48.569612,9000000.0,100.0,5.673
122657,109760,7.730244108,48.569612,9000000.0,100.0,11.988
109751,109744,7.723367108,48.585371,9000000.0,100.0,11.219999999999999
109751,122657,7.723367108,48.585371,9000000.0,100.0,1.835
109751,109700,7.723367108,48.585371,9000000.0,100.0,4.577
122654,102707,6.100721,46.13374500000001,9000000.0,100.0,22.206
122654,102700,6.100721,46.13374500000001,9000000.0,100.0,1.0659999999999998
122654,102514,6.100721,46.13374500000001,9000000.0,100.0,57.324
102700,122654,6.097702634,46.14306053,9000000.0,100.0,1.0659999999999998
102957,103006,5.56211,43.481738,9000000.0,100.0,16.055
102957,103035,5.56211,43.481738,9000000.0,100.0,67.73400000000001
102957,102995,5.56211,43.481738,9000000.0,100.0,12.504000000000001
122573,102946,5.577774,43.282767,9000000.0,100.0,2.112
122573,102953,5.577774,43.282767,9000000.0,100.0,1.336
122573,102952,5.577774,43.282767,9000000.0,100.0,0.578
102953,122573,5.594196,43.283913,9000000.0,100.0,1.336
102952,102999,5.5839690000000015,43.280188,9000000.0,100.0,4.372999999999999
102952,102989,5.5839690000000015,43.280188,9000000.0,100.0,42.888999999999996
102952,122573,5.5839690000000015,43.280188,9000000.0,100.0,0.578
103039,103034,5.954392,43.121715,9000000.0,100.0,6.957
122548,102886,5.678426,45.077298,9000000.0,100.0,115.983
122548,102563,5.678426,45.077298,9000000.0,100.0,3.355
122548,102613,5.678426,45.077298,9000000.0,100.0,9.867
102563,122548,5.687096,45.106704,9000000.0,100.0,3.355
100389,107092,7.0127,47.5029,9000000.0,100.0,16.378
122533,109770,6.380347,46.769714,9000000.0,100.0,86.907
122521,122518,5.570683,46.852583,9000000.0,100.0,4.291
122521,102526,5.570683,46.852583,9000000.0,100.0,74.98500000000001
122521,109544,5.570683,46.852583,9000000.0,100.0,35.53
122518,122521,5.621576999999999,46.841349,9000000.0,100.0,4.291
122445,102974,5.365903,43.292357,9000000.0,100.0,14.619
122392,113968,3.723277,46.52783400000001,9000000.0,100.0,35.025
122396,125223,7.5707,44.1524,9000000.0,100.0,34.99
120103,109812,-1.561196323,47.272671,9000000.0,100.0,1.974
120103,102074,-1.561196323,47.272671,9000000.0,100.0,7.026
120103,109833,-1.561196323,47.272671,9000000.0,100.0,7.862
109812,120103,-1.585617323,47.266302,9000000.0,100.0,1.974
109812,109815,-1.585617323,47.266302,9000000.0,100.0,2.515
109812,109843,-1.585617323,47.266302,9000000.0,100.0,95.197
102074,120103,-1.4760013230000002,47.289885,9000000.0,100.0,7.026
102074,109833,-1.4760013230000002,47.289885,9000000.0,100.0,6.018000000000001
102074,109864,-1.4760013230000002,47.289885,9000000.0,100.0,95.551
117658,108913,2.639455,48.574156,9000000.0,100.0,2.274
108913,117658,2.6351880000000003,48.594372,9000000.0,100.0,2.274
108913,108887,2.6351880000000003,48.594372,9000000.0,100.0,8.859000000000002
108913,109028,2.6351880000000003,48.594372,9000000.0,100.0,28.975
108913,109591,2.6351880000000003,48.594372,9000000.0,100.0,64.55799999999999
122898,109613,2.562282,51.057047,9000000.0,100.0,17.811
109028,108913,2.447571,48.80173900000001,9000000.0,100.0,28.975
109028,114504,2.447571,48.80173900000001,9000000.0,100.0,1.6789999999999998
109028,109006,2.447571,48.80173900000001,9000000.0,100.0,11.040999999999999
114504,109028,2.447993,48.816719,9000000.0,100.0,1.6789999999999998
114504,109027,2.447993,48.816719,9000000.0,100.0,4.558
114504,108955,2.447993,48.816719,9000000.0,100.0,3.7329999999999997
109027,114504,2.391419,48.827109,9000000.0,100.0,4.558
109027,114487,2.391419,48.827109,9000000.0,100.0,5.174
109027,109029,2.391419,48.827109,9000000.0,100.0,5.0120000000000005
114487,109027,2.413424,48.865338,9000000.0,100.0,5.174
114487,114470,2.413424,48.865338,9000000.0,100.0,4.928999999999999
114487,108877,2.413424,48.865338,9000000.0,100.0,17.83
114470,114487,2.471588,48.884869,9000000.0,100.0,4.928999999999999
114470,108877,2.471588,48.884869,9000000.0,100.0,3.294
114470,108955,2.471588,48.884869,9000000.0,100.0,6.462
108955,114504,2.490569,48.830512,9000000.0,100.0,3.7329999999999997
108955,114470,2.490569,48.830512,9000000.0,100.0,6.462
108955,108935,2.490569,48.830512,9000000.0,100.0,13.429
114089,108667,2.893185,48.884755,9000000.0,100.0,92.07000000000001
114089,122679,2.893185,48.884755,9000000.0,100.0,3.734
114089,108935,2.893185,48.884755,9000000.0,100.0,18.925
122679,114089,2.879907,48.916063,9000000.0,100.0,3.734
108962,112881,2.042768,48.796152,9000000.0,100.0,6.449
113968,102007,4.143346,46.47681400000001,9000000.0,100.0,62.611999999999995
113968,122392,4.143346,46.47681400000001,9000000.0,100.0,35.025
113968,102009,4.143346,46.47681400000001,9000000.0,100.0,69.79599999999999
113888,109815,-4.428667323,48.417939,9000000.0,100.0,283.809
113845,109613,1.908847,50.935649,9000000.0,100.0,31.506
113845,109627,1.908847,50.935649,9000000.0,100.0,84.705
113845,109247,1.908847,50.935649,9000000.0,100.0,155.207
113810,109607,2.979884,50.428637,9000000.0,100.0,14.740000000000002
113810,113811,2.979884,50.428637,9000000.0,100.0,5.404999999999999
113810,113805,2.979884,50.428637,9000000.0,100.0,22.5
113810,109627,2.979884,50.428637,9000000.0,100.0,21.002999999999997
109613,108641,2.330685,51.000743,9000000.0,100.0,71.998
109613,122898,2.330685,51.000743,9000000.0,100.0,17.811
109613,113845,2.330685,51.000743,9000000.0,100.0,31.506
113805,113800,3.105703,50.601535,9000000.0,100.0,44.855000000000004
113805,108641,3.105703,50.601535,9000000.0,100.0,2.502
113805,113810,3.105703,50.601535,9000000.0,100.0,22.5
113775,109449,-0.954527,48.977472,9000000.0,100.0,45.175
113775,109467,-0.954527,48.977472,9000000.0,100.0,48.69800000000001
113775,109487,-0.954527,48.977472,9000000.0,100.0,54.540000000000006
113729,109220,1.535969,49.743868,9000000.0,100.0,33.61
113729,109247,1.535969,49.743868,9000000.0,100.0,53.987
113729,113769,1.535969,49.743868,9000000.0,100.0,3.8990000000000005
113769,113729,1.485532626,49.75631236,9000000.0,100.0,3.8990000000000005
113769,109316,1.485532626,49.75631236,9000000.0,100.0,21.208
113769,108435,1.485532626,49.75631236,9000000.0,100.0,53.428
113767,109321,0.781085,49.646208,9000000.0,100.0,2.573
113767,109311,0.781085,49.646208,9000000.0,100.0,43.497
113767,109304,0.781085,49.646208,9000000.0,100.0,20.675
109321,113767,0.804092,49.628509,9000000.0,100.0,2.573
113762,109332,0.989287,49.51107,9000000.0,100.0,3.412
113762,113761,0.989287,49.51107,9000000.0,100.0,9.046
113762,109304,0.989287,49.51107,9000000.0,100.0,15.769000000000002
109332,113762,0.969764,49.535553,9000000.0,100.0,3.412
113761,113762,1.0635139999999998,49.449343,9000000.0,100.0,9.046
109220,113729,1.981022,49.785299,9000000.0,100.0,33.61
109556,109535,4.556767,47.252075,9000000.0,100.0,35.562
109556,109438,4.556767,47.252075,9000000.0,100.0,152.018
109556,109547,4.556767,47.252075,9000000.0,100.0,38.054
112881,108962,2.094531,48.842847,9000000.0,100.0,6.449
112881,109029,2.094531,48.842847,9000000.0,100.0,22.702999999999996
112881,108957,2.094531,48.842847,9000000.0,100.0,11.958000000000002
112854,109266,2.475489,48.964468,9000000.0,100.0,148.78799999999995
112854,109021,2.475489,48.964468,9000000.0,100.0,1.4780000000000002
112854,108877,2.475489,48.964468,9000000.0,100.0,6.907
112854,108869,2.475489,48.964468,9000000.0,100.0,12.682
109266,109607,2.8848345,50.0243055,9000000.0,100.0,33.248000000000005
109266,109260,2.8848345,50.0243055,9000000.0,100.0,20.138
109266,109608,2.8848345,50.0243055,9000000.0,100.0,22.234
109266,112854,2.8848345,50.0243055,9000000.0,100.0,148.78799999999995
109021,112854,2.4889330000000003,48.9743,9000000.0,100.0,1.4780000000000002
109021,109208,2.4889330000000003,48.9743,9000000.0,100.0,51.6
109021,108935,2.4889330000000003,48.9743,9000000.0,100.0,26.848
102061,109733,6.175142,47.628618,9000000.0,100.0,61.203
102061,109157,6.175142,47.628618,9000000.0,100.0,2.41
102061,112708,6.175142,47.628618,9000000.0,100.0,60.837
109799,112710,6.8824506770000005,47.63641,9000000.0,100.0,0.992
109799,112708,6.8824506770000005,47.63641,9000000.0,100.0,0.4479999999999999
109799,107092,6.8824506770000005,47.63641,9000000.0,100.0,6.71
107092,100389,6.859059677,47.58206,9000000.0,100.0,16.378
107092,109799,6.859059677,47.58206,9000000.0,100.0,6.71
107092,109770,6.859059677,47.58206,9000000.0,100.0,82.636
112710,109799,6.890907677,47.64327,9000000.0,100.0,0.992
112710,112708,6.890907677,47.64327,9000000.0,100.0,1.175
112710,102038,6.890907677,47.64327,9000000.0,100.0,32.062999999999995
112708,102061,6.878413,47.639387,9000000.0,100.0,60.837
112708,109799,6.878413,47.639387,9000000.0,100.0,0.4479999999999999
112708,112710,6.878413,47.639387,9000000.0,100.0,1.175
109760,100569,7.616144,48.523947,9000000.0,100.0,91.938
109760,122657,7.616144,48.523947,9000000.0,100.0,11.988
109760,109736,7.616144,48.523947,9000000.0,100.0,9.054
109687,112157,6.174699108,49.202376,9000000.0,100.0,10.966
109687,109686,6.174699108,49.202376,9000000.0,100.0,9.85
109687,109663,6.174699108,49.202376,9000000.0,100.0,64.117
109687,109127,6.174699108,49.202376,9000000.0,100.0,144.681
112157,109687,6.249025,49.137219,9000000.0,100.0,10.966
112157,112146,6.249025,49.137219,9000000.0,100.0,2.224
112157,109711,6.249025,49.137219,9000000.0,100.0,1.167
112146,112157,6.234428,49.119652,9000000.0,100.0,2.224
109711,109701,6.259423,49.129326,9000000.0,100.0,40.984
109711,112157,6.259423,49.129326,9000000.0,100.0,1.167
109711,109712,6.259423,49.129326,9000000.0,100.0,2.799
102760,110133,3.15083,45.805141,9000000.0,100.0,20.674999999999997
102760,102754,3.15083,45.805141,9000000.0,100.0,3.094
102760,100417,3.15083,45.805141,9000000.0,100.0,7.572999999999999
110132,110133,3.139514,46.104201,9000000.0,100.0,14.939
110132,102717,3.139514,46.104201,9000000.0,100.0,30.821
110132,102730,3.139514,46.104201,9000000.0,100.0,7.9110000000000005
110107,110103,-1.21772,46.175226,9000000.0,100.0,8.26
110104,110103,-0.66268,45.796111,9000000.0,100.0,62.774
110104,102191,-0.66268,45.796111,9000000.0,100.0,71.428
110104,102163,-0.66268,45.796111,9000000.0,100.0,92.06700000000001
110103,110107,-1.1222370000000002,46.172064,9000000.0,100.0,8.26
110103,110104,-1.1222370000000002,46.172064,9000000.0,100.0,62.774
110103,102179,-1.1222370000000002,46.172064,9000000.0,100.0,56.584
110055,109487,-1.717842,48.118464,9000000.0,100.0,73.999
110055,109843,-1.717842,48.118464,9000000.0,100.0,6.3020000000000005
110055,109951,-1.717842,48.118464,9000000.0,100.0,63.577
109843,109909,-1.674902,48.076832,9000000.0,100.0,143.10299999999998
109843,109812,-1.674902,48.076832,9000000.0,100.0,95.197
109843,110055,-1.674902,48.076832,9000000.0,100.0,6.3020000000000005
201976,109054,5.799855,49.54702800000001,9000000.0,100.0,83.387
109998,109951,-4.479655,48.414192,9000000.0,100.0,169.425
109951,109487,-2.417948,48.401598,9000000.0,100.0,90.499
109951,110055,-2.417948,48.401598,9000000.0,100.0,63.577
109951,109998,-2.417948,48.401598,9000000.0,100.0,169.425
109910,102106,0.292071,48.050063,9000000.0,100.0,27.312
109910,109519,0.292071,48.050063,9000000.0,100.0,9.019
109910,108996,0.292071,48.050063,9000000.0,100.0,135.555
109519,109909,0.17373,48.050538,9000000.0,100.0,2.464
109519,109910,0.17373,48.050538,9000000.0,100.0,9.019
109519,107640,0.17373,48.050538,9000000.0,100.0,69.918
109868,122855,-0.539741,47.392017,9000000.0,100.0,90.505
109864,101910,-0.339224323,47.542097,9000000.0,100.0,101.727
109864,109909,-0.339224323,47.542097,9000000.0,100.0,69.94900000000001
109864,102074,-0.339224323,47.542097,9000000.0,100.0,95.551
109925,109833,-0.921052,46.977819,9000000.0,100.0,60.02400000000001
109833,120103,-1.483892,47.236168,9000000.0,100.0,7.862
109833,102074,-1.483892,47.236168,9000000.0,100.0,6.018000000000001
109833,109925,-1.483892,47.236168,9000000.0,100.0,60.02400000000001
109815,122855,-1.617567323,47.259878,9000000.0,100.0,65.494
109815,109812,-1.617567323,47.259878,9000000.0,100.0,2.515
109815,113888,-1.617567323,47.259878,9000000.0,100.0,283.809
109770,122533,5.991904677000001,47.279695,9000000.0,100.0,86.907
109770,107092,5.991904677000001,47.279695,9000000.0,100.0,82.636
109770,109157,5.991904677000001,47.279695,9000000.0,100.0,47.013000000000005
109770,109544,5.991904677000001,47.279695,9000000.0,100.0,50.843
102038,109733,7.275478999999999,47.747025,9000000.0,100.0,74.53099999999999
102038,100569,7.275478999999999,47.747025,9000000.0,100.0,10.543
102038,112710,7.275478999999999,47.747025,9000000.0,100.0,32.062999999999995
109736,109760,7.497378,48.520669,9000000.0,100.0,9.054
109700,109751,7.662983,48.595298,9000000.0,100.0,4.577
109712,109711,6.224346,49.120489,9000000.0,100.0,2.799
109665,109686,5.928452,49.40665900000001,9000000.0,100.0,24.151999999999997
109697,109701,7.031020108,49.043181,9000000.0,100.0,20.307000000000002
109697,109744,7.031020108,49.043181,9000000.0,100.0,81.001
109697,122662,7.031020108,49.043181,9000000.0,100.0,5.762
109686,260087,6.172588107999999,49.289782,9000000.0,100.0,21.443
109686,109687,6.172588107999999,49.289782,9000000.0,100.0,9.85
109686,109665,6.172588107999999,49.289782,9000000.0,100.0,24.151999999999997
109663,109657,6.1126580000000015,48.693036,9000000.0,100.0,9.899000000000001
109663,109687,6.1126580000000015,48.693036,9000000.0,100.0,64.117
109663,109160,6.1126580000000015,48.693036,9000000.0,100.0,125.565
109659,109657,6.191178,48.667485,9000000.0,100.0,4.7330000000000005
109627,109607,2.713267,50.433992,9000000.0,100.0,20.195999999999998
109627,113845,2.713267,50.433992,9000000.0,100.0,84.705
109627,113810,2.713267,50.433992,9000000.0,100.0,21.002999999999997
