origin,destination,Traffic_flow_trucks_2010,Traffic_flow_trucks_2019,Traffic_flow_trucks_2030,Traffic_flow_tons_2010,Traffic_flow_tons_2019,Traffic_flow_tons_2030
110970,111465,4640.0,4496.25,4326.25,63104.0,61149.0,58837.0
110970,111471,25822.5,28687.5,33273.75,351186.0,390150.0,452523.0
110970,111496,19493.75,18888.75,18175.0,265115.0,256887.0,247180.0
110970,111529,93693.75,90785.0,87352.5,1274235.0,1234676.0,1187994.0
110970,111551,1968.75,1907.5,1836.25,26775.0,25942.0,24973.0
110970,111555,18490.0,17916.25,17238.75,251464.0,243661.0,234447.0
110970,111588,36416.25,35286.25,33952.5,495261.0,479893.0,461754.0
110970,111603,22982.5,22267.5,21427.5,312562.0,302838.0,291414.0
110970,111621,45515.0,51265.0,59292.5,619004.0,697204.0,806378.0
110970,111657,27585.0,26727.5,25717.5,375156.0,363494.0,349758.0
110970,111699,40187.5,44815.0,52918.75,546550.0,609484.0,719695.0
110970,181083,56095.0,64785.0,89781.25,762892.0,881076.0,1221025.0
110970,181085,11950.0,11578.75,11142.5,162520.0,157471.0,151538.0
110970,195727,10393.75,10071.25,9690.0,141355.0,136969.0,131784.0
110970,195913,97992.5,112102.5,136778.75,1332698.0,1524594.0,1860191.0
110970,195938,242107.5,256641.25,279422.5,3292662.0,3490321.0,3800146.0
111036,111052,4105.0,3977.5,3827.5,55828.0,54094.0,52054.0
111036,111059,3398.75,3793.75,4338.75,46223.0,51595.0,59007.0
111036,111069,10343.75,10022.5,9643.75,140675.0,136306.0,131155.0
111036,111186,13485.0,14757.5,16531.25,183396.0,200702.0,224825.0
111036,111208,4088.75,3961.25,3811.25,55607.0,53873.0,51833.0
111036,111283,7441.25,7210.0,6937.5,101201.0,98056.0,94350.0
111036,111322,4825.0,4675.0,4497.5,65620.0,63580.0,61166.0
111036,111359,3193.75,3093.75,2977.5,43435.0,42075.0,40494.0
111036,111366,6505.0,6302.5,6065.0,88468.0,85714.0,82484.0
111036,111428,10676.25,10346.25,9955.0,145197.0,140709.0,135388.0
111036,111465,2858.75,2770.0,2665.0,38879.0,37672.0,36244.0
111036,111471,22463.75,25073.75,28682.5,305507.0,341003.0,390082.0
111036,111551,1363.75,1322.5,1272.5,18547.0,17986.0,17306.0
111036,111588,4641.25,4497.5,4327.5,63121.0,61166.0,58854.0
111036,111603,3705.0,3590.0,3453.75,50388.0,48824.0,46971.0
111036,111621,6910.0,7712.5,8822.5,93976.0,104890.0,119986.0
111036,111699,3210.0,3228.75,3267.5,43656.0,43911.0,44438.0
111036,181083,2947.5,3288.75,3753.75,40086.0,44727.0,51051.0
111036,181085,2312.5,2240.0,2156.25,31450.0,30464.0,29325.0
111036,195913,20335.0,22686.25,25943.75,276556.0,308533.0,352835.0
111036,195938,17603.75,19638.75,22465.0,239411.0,267087.0,305524.0
111052,111059,27163.75,31378.75,37436.25,369427.0,426751.0,509133.0
111052,111164,54322.5,52637.5,50647.5,738786.0,715870.0,688806.0
111052,111186,82282.5,110666.25,164720.0,1119042.0,1505061.0,2240192.0
111052,111217,21318.75,21235.0,21146.25,289935.0,288796.0,287589.0
111052,111243,34292.5,33228.75,31971.25,466378.0,451911.0,434809.0
111052,111322,46003.75,44576.25,42890.0,625651.0,606237.0,583304.0
111052,111349,21321.25,20658.75,19878.75,289969.0,280959.0,270351.0
111052,111359,10681.25,10350.0,9957.5,145265.0,140760.0,135422.0
111052,111442,376780.0,365086.25,351285.0,5124208.0,4965173.0,4777476.0
111052,111471,84971.25,96232.5,113438.75,1155609.0,1308762.0,1542767.0
111052,111496,41263.75,39982.5,38472.5,561187.0,543762.0,523226.0
111052,111529,48563.75,47055.0,45276.25,660467.0,639948.0,615757.0
111052,111555,12348.75,11966.25,11512.5,167943.0,162741.0,156570.0
111052,111603,13630.0,13207.5,12707.5,185368.0,179622.0,172822.0
111052,111621,62421.25,70627.5,82136.25,848929.0,960534.0,1117053.0
111052,111657,24848.75,24077.5,23168.75,337943.0,327454.0,315095.0
111052,111699,33233.75,42598.75,58930.0,451979.0,579343.0,801448.0
111052,181083,96563.75,116000.0,173995.0,1313267.0,1577600.0,2366332.0
111052,181085,11550.0,11191.25,10768.75,157080.0,152201.0,146455.0
111052,195727,9136.25,8852.5,8517.5,124253.0,120394.0,115838.0
111052,195913,114956.25,134755.0,171916.25,1563405.0,1832668.0,2338061.0
111052,195938,391867.5,413507.5,448355.0,5329398.0,5623702.0,6097628.0
111059,111069,19452.5,22475.0,26811.25,264554.0,305660.0,364633.0
111059,111077,47670.0,55071.25,65698.75,648312.0,748969.0,893503.0
111059,111084,19872.5,22957.5,27388.75,270266.0,312222.0,372487.0
111059,111164,26090.0,29123.75,33312.5,354824.0,396083.0,453050.0
111059,111186,184728.75,225701.25,293967.5,2512311.0,3069537.0,3997958.0
111059,111208,26122.5,30177.5,36000.0,355266.0,410414.0,489600.0
111059,111217,13268.75,14541.25,16357.5,180455.0,197761.0,222462.0
111059,111241,4636.25,5356.25,6390.0,63053.0,72845.0,86904.0
111059,111283,36272.5,41902.5,49986.25,493306.0,569874.0,679813.0
111059,111322,5100.0,5891.25,7027.5,69360.0,80121.0,95574.0
111059,111359,12427.5,14243.75,16832.5,169014.0,193715.0,228922.0
111059,111366,6747.5,7795.0,9300.0,91766.0,106012.0,126480.0
111059,111428,5210.0,6020.0,7180.0,70856.0,81872.0,97648.0
111059,111442,83182.5,92852.5,106208.75,1131282.0,1262794.0,1444439.0
111059,111465,7375.0,8520.0,10163.75,100300.0,115872.0,138227.0
111059,111471,152266.25,180075.0,223802.5,2070821.0,2449020.0,3043714.0
111059,111496,9413.75,10507.5,12017.5,128027.0,142902.0,163438.0
111059,111529,4416.25,4930.0,5638.75,60061.0,67048.0,76687.0
111059,111551,2898.75,3348.75,3993.75,39423.0,45543.0,54315.0
111059,111588,8287.5,9575.0,11422.5,112710.0,130220.0,155346.0
111059,111603,8573.75,9690.0,11252.5,116603.0,131784.0,153034.0
111059,111621,23122.5,26537.5,31407.5,314466.0,360910.0,427142.0
111059,111657,3351.25,3741.25,4281.25,45577.0,50881.0,58225.0
111059,111699,44093.75,53253.75,67531.25,599675.0,724251.0,918425.0
111059,181083,58230.0,81341.25,136647.5,791928.0,1106241.0,1858406.0
111059,181085,4458.75,5151.25,6143.75,60639.0,70057.0,83555.0
111059,195913,184382.5,218835.0,274012.5,2507602.0,2976156.0,3726570.0
111059,195938,39596.25,44198.75,50557.5,538509.0,601103.0,687582.0
111069,111164,91922.5,89070.0,85702.5,1250146.0,1211352.0,1165554.0
111069,111186,43905.0,58050.0,83592.5,597108.0,789480.0,1136858.0
111069,111217,11058.75,11062.5,11072.5,150399.0,150450.0,150586.0
111069,111243,3128.75,3031.25,2917.5,42551.0,41225.0,39678.0
111069,111322,8327.5,8068.75,7763.75,113254.0,109735.0,105587.0
111069,111359,3466.25,3358.75,3231.25,47141.0,45679.0,43945.0
111069,111442,123780.0,119937.5,115402.5,1683408.0,1631150.0,1569474.0
111069,111471,29221.25,33223.75,39363.75,397409.0,451843.0,535347.0
111069,111496,8500.0,8235.0,7923.75,115600.0,111996.0,107763.0
111069,111529,17067.5,16537.5,15912.5,232118.0,224910.0,216410.0
111069,111555,5652.5,5477.5,5270.0,76874.0,74494.0,71672.0
111069,111603,4863.75,4712.5,4535.0,66147.0,64090.0,61676.0
111069,111621,24622.5,27860.0,32398.75,334866.0,378896.0,440623.0
111069,111657,9115.0,8830.0,8497.5,123964.0,120088.0,115566.0
111069,111699,11675.0,14910.0,20516.25,158780.0,202776.0,279021.0
111069,181083,22623.75,32321.25,60005.0,307683.0,439569.0,816068.0
111069,181085,2965.0,2872.5,2763.75,40324.0,39066.0,37587.0
111069,195727,3171.25,3072.5,2956.25,43129.0,41786.0,40205.0
111069,195913,68170.0,89516.25,127561.25,927112.0,1217421.0,1734833.0
111069,195938,276915.0,286548.75,302922.5,3766044.0,3897063.0,4119746.0
111077,111164,160082.5,155112.5,149248.75,2177122.0,2109530.0,2029783.0
111077,111186,237672.5,316622.5,461141.25,3232346.0,4306066.0,6271521.0
111077,111217,36751.25,36755.0,36776.25,499817.0,499868.0,500157.0
111077,111243,22822.5,22115.0,21278.75,310386.0,300764.0,289391.0
111077,111322,13202.5,12792.5,12307.5,179554.0,173978.0,167382.0
111077,111359,12267.5,11886.25,11437.5,166838.0,161653.0,155550.0
111077,111442,293857.5,284736.25,273971.25,3996462.0,3872413.0,3726009.0
111077,111471,91372.5,104362.5,124276.25,1242666.0,1419330.0,1690157.0
111077,111496,41073.75,39798.75,38293.75,558603.0,541263.0,520795.0
111077,111529,56910.0,55142.5,53058.75,773976.0,749938.0,721599.0
111077,111555,39137.5,37922.5,36488.75,532270.0,515746.0,496247.0
111077,111603,10622.5,10292.5,9903.75,144466.0,139978.0,134691.0
111077,111621,85365.0,96595.0,112358.75,1160964.0,1313692.0,1528079.0
111077,111657,15091.25,14622.5,14067.5,205241.0,198866.0,191318.0
111077,111699,41705.0,54758.75,77571.25,567188.0,744719.0,1054969.0
111077,181083,50391.25,88988.75,197366.25,685321.0,1210247.0,2684181.0
111077,181085,10307.5,9987.5,9610.0,140182.0,135830.0,130696.0
111077,195727,4268.75,4136.25,3980.0,58055.0,56253.0,54128.0
111077,195913,304397.5,343613.75,419012.5,4139806.0,4673147.0,5698570.0
111077,195938,301665.0,358097.5,443631.25,4102644.0,4870126.0,6033385.0
111084,111164,47156.25,45692.5,43966.25,641325.0,621418.0,597941.0
111084,111186,52043.75,70463.75,105226.25,707795.0,958307.0,1431077.0
111084,111217,11718.75,11757.5,11807.5,159375.0,159902.0,160582.0
111084,111322,15980.0,15483.75,14898.75,217328.0,210579.0,202623.0
111084,111442,66490.0,64426.25,61990.0,904264.0,876197.0,843064.0
111084,111471,3817.5,3698.75,3560.0,51918.0,50303.0,48416.0
111084,111496,7678.75,7440.0,7158.75,104431.0,101184.0,97359.0
111084,111529,18157.5,17593.75,16928.75,246942.0,239275.0,230231.0
111084,111555,8445.0,8182.5,7873.75,114852.0,111282.0,107083.0
111084,111603,9761.25,9458.75,9100.0,132753.0,128639.0,123760.0
111084,111621,30220.0,34192.5,39763.75,410992.0,465018.0,540787.0
111084,111657,17302.5,16765.0,16131.25,235314.0,228004.0,219385.0
111084,111699,11655.0,14468.75,19418.75,158508.0,196775.0,264095.0
111084,181083,35215.0,45207.5,74357.5,478924.0,614822.0,1011262.0
111084,181085,5195.0,5033.75,4843.75,70652.0,68459.0,65875.0
111084,195727,6695.0,6487.5,6242.5,91052.0,88230.0,84898.0
111084,195913,50505.0,66543.75,95867.5,686868.0,904995.0,1303798.0
111084,195938,91405.0,108417.5,134135.0,1243108.0,1474478.0,1824236.0
111164,111186,136043.75,151008.75,171766.25,1850195.0,2053719.0,2336021.0
111164,111208,247743.75,240053.75,230978.75,3369315.0,3264731.0,3141311.0
111164,111217,17735.0,19795.0,22643.75,241196.0,269212.0,307955.0
111164,111241,9237.5,8950.0,8611.25,125630.0,121720.0,117113.0
111164,111283,82182.5,79632.5,76620.0,1117682.0,1083002.0,1042032.0
111164,111322,15096.25,14628.75,14073.75,205309.0,198951.0,191403.0
111164,111359,20731.25,20100.0,19357.5,281945.0,273360.0,263262.0
111164,111366,108022.5,104670.0,100712.5,1469106.0,1423512.0,1369690.0
111164,111428,34123.75,33062.5,31815.0,464083.0,449650.0,432684.0
111164,111465,8990.0,8710.0,8382.5,122264.0,118456.0,114002.0
111164,111551,5311.25,5146.25,4952.5,72233.0,69989.0,67354.0
111164,111588,19101.25,18508.75,17808.75,259777.0,251719.0,242199.0
111164,111603,13655.0,13232.5,12730.0,185708.0,179962.0,173128.0
111164,111621,68793.75,76791.25,87837.5,935595.0,1044361.0,1194590.0
111164,111699,86431.25,94932.5,106741.25,1175465.0,1291082.0,1451681.0
111164,181083,23672.5,26438.75,30235.0,321946.0,359567.0,411196.0
111164,181085,7621.25,7385.0,7106.25,103649.0,100436.0,96645.0
111164,195913,247.5,275.0,315.0,3366.0,3740.0,4284.0
111164,195938,70922.5,79162.5,90548.75,964546.0,1076610.0,1231463.0
111186,111208,70118.75,93511.25,136031.25,953615.0,1271753.0,1850025.0
111186,111217,8903.75,8926.25,8957.5,121091.0,121397.0,121822.0
111186,111241,18516.25,24750.0,36197.5,251821.0,336600.0,492286.0
111186,111243,13676.25,14795.0,16328.75,185997.0,201212.0,222071.0
111186,111283,112168.75,152375.0,230093.75,1525495.0,2072300.0,3129275.0
111186,111322,6506.25,6775.0,7475.0,88485.0,92140.0,101660.0
111186,111349,25558.75,28181.25,31796.25,347599.0,383265.0,432429.0
111186,111359,38046.25,47812.5,65377.5,517429.0,650250.0,889134.0
111186,111366,8268.75,11063.75,16316.25,112455.0,150467.0,221901.0
111186,111428,10088.75,13292.5,19057.5,137207.0,180778.0,259182.0
111186,111442,193231.25,211633.75,237260.0,2627945.0,2878219.0,3226736.0
111186,111465,11712.5,15672.5,23100.0,159290.0,213146.0,314160.0
111186,111471,5365.0,5768.75,6330.0,72964.0,78455.0,86088.0
111186,111496,23482.5,25580.0,28516.25,319362.0,347888.0,387821.0
111186,111529,10726.25,10505.0,10258.75,145877.0,142868.0,139519.0
111186,111551,1198.75,1500.0,2022.5,16303.0,20400.0,27506.0
111186,111555,3878.75,3758.75,3616.25,52751.0,51119.0,49181.0
111186,111588,293.75,390.0,557.5,3995.0,5304.0,7582.0
111186,111603,2962.5,2911.25,2867.5,40290.0,39593.0,38998.0
111186,111621,40245.0,45921.25,53967.5,547332.0,624529.0,733958.0
111186,111657,5293.75,5128.75,4935.0,71995.0,69751.0,67116.0
111186,111699,28075.0,33683.75,42720.0,381820.0,458099.0,580992.0
111186,181083,291972.5,499325.0,1041923.75,3970826.0,6790820.0,14170163.0
111186,181085,16791.25,19810.0,24982.5,228361.0,269416.0,339762.0
111186,195727,1660.0,1608.75,1547.5,22576.0,21879.0,21046.0
111186,195913,30638.75,40980.0,59710.0,416687.0,557328.0,812056.0
111186,195938,289965.0,322385.0,368670.0,3943524.0,4384436.0,5013912.0
111208,111217,18775.0,18802.5,18845.0,255340.0,255714.0,256292.0
111208,111243,6627.5,6422.5,6178.75,90134.0,87346.0,84031.0
111208,111322,12782.5,12387.5,11918.75,173842.0,168470.0,162095.0
111208,111349,21911.25,21231.25,20427.5,297993.0,288745.0,277814.0
111208,111359,5205.0,5042.5,4852.5,70788.0,68578.0,65994.0
111208,111442,58415.0,56601.25,54465.0,794444.0,769777.0,740724.0
111208,111471,22215.0,24621.25,28018.75,302124.0,334849.0,381055.0
111208,111496,8243.75,7987.5,7686.25,112115.0,108630.0,104533.0
111208,111529,25258.75,24475.0,23548.75,343519.0,332860.0,320263.0
111208,111555,8447.5,8186.25,7875.0,114886.0,111333.0,107100.0
111208,111603,7221.25,6997.5,6732.5,98209.0,95166.0,91562.0
111208,111621,35096.25,39710.0,46181.25,477309.0,540056.0,628065.0
111208,111657,12617.5,12225.0,11762.5,171598.0,166260.0,159970.0
111208,111699,26250.0,33723.75,46636.25,357000.0,458643.0,634253.0
111208,181083,30203.75,44651.25,85747.5,410771.0,607257.0,1166166.0
111208,181085,3806.25,3688.75,3548.75,51765.0,50167.0,48263.0
111208,195727,5077.5,4921.25,4733.75,69054.0,66929.0,64379.0
111208,195913,204908.75,231251.25,279840.0,2786759.0,3145017.0,3805824.0
111208,195938,208640.0,228726.25,260028.75,2837504.0,3110677.0,3536391.0
111217,111241,4738.75,4716.25,4691.25,64447.0,64141.0,63801.0
111217,111283,32531.25,32396.25,32251.25,442425.0,440589.0,438617.0
111217,111322,8335.0,8693.75,9230.0,113356.0,118235.0,125528.0
111217,111359,14595.0,15311.25,16311.25,198492.0,208233.0,221833.0
111217,111366,10420.0,10642.5,10988.75,141712.0,144738.0,149447.0
111217,111428,9166.25,8968.75,8738.75,124661.0,121975.0,118847.0
111217,111465,4372.5,4346.25,4315.0,59466.0,59109.0,58684.0
111217,111529,10492.5,11711.25,13396.25,142698.0,159273.0,182189.0
111217,111551,3598.75,3770.0,4022.5,48943.0,51272.0,54706.0
111217,111588,14273.75,15096.25,16300.0,194123.0,205309.0,221680.0
111217,111603,8958.75,9447.5,10158.75,121839.0,128486.0,138159.0
111217,111621,90387.5,96700.0,105456.25,1229270.0,1315120.0,1434205.0
111217,111657,14701.25,16410.0,18770.0,199937.0,223176.0,255272.0
111217,111699,1175083.75,1402566.25,1776668.75,15981139.0,19074901.0,24162695.0
111217,181083,18541.25,25402.5,43888.75,252161.0,345474.0,596887.0
111217,181085,3007.5,2977.5,2941.25,40902.0,40494.0,40001.0
111217,195727,147.5,163.75,187.5,2006.0,2227.0,2550.0
111217,195938,18226.25,19886.25,22250.0,247877.0,270453.0,302600.0
111241,111322,8082.5,7831.25,7535.0,109922.0,106505.0,102476.0
111241,111442,10932.5,10593.75,10192.5,148682.0,144075.0,138618.0
111241,111471,17311.25,19596.25,23110.0,235433.0,266509.0,314296.0
111241,111496,4291.25,4157.5,4000.0,58361.0,56542.0,54400.0
111241,111529,12947.5,12545.0,12071.25,176086.0,170612.0,164169.0
111241,111555,4747.5,4600.0,4426.25,64566.0,62560.0,60197.0
111241,111603,4652.5,4507.5,4337.5,63274.0,61302.0,58990.0
111241,111621,9807.5,11097.5,12905.0,133382.0,150926.0,175508.0
111241,111657,6937.5,6722.5,6467.5,94350.0,91426.0,87958.0
111241,111699,4856.25,5973.75,7940.0,66045.0,81243.0,107984.0
111241,181083,15192.5,17992.5,26412.5,206618.0,244698.0,359210.0
111241,181085,2858.75,2770.0,2665.0,38879.0,37672.0,36244.0
111241,195727,2691.25,2608.75,2510.0,36601.0,35479.0,34136.0
111241,195913,18848.75,23630.0,32217.5,256343.0,321368.0,438158.0
111241,195938,28938.75,34312.5,42428.75,393567.0,466650.0,577031.0
111243,111283,112036.25,108560.0,104455.0,1523693.0,1476416.0,1420588.0
111243,111322,7642.5,7405.0,7123.75,103938.0,100708.0,96883.0
111243,111359,1648.75,1597.5,1537.5,22423.0,21726.0,20910.0
111243,111366,5655.0,5480.0,5272.5,76908.0,74528.0,71706.0
111243,111428,16831.25,16308.75,15691.25,228905.0,221799.0,213401.0
111243,111465,3840.0,3721.25,3580.0,52224.0,50609.0,48688.0
111243,111471,13613.75,15190.0,17380.0,185147.0,206584.0,236368.0
111243,111551,2483.75,2406.25,2315.0,33779.0,32725.0,31484.0
111243,111588,7301.25,7073.75,6806.25,99297.0,96203.0,92565.0
111243,111603,6037.5,5850.0,5628.75,82110.0,79560.0,76551.0
111243,111621,5136.25,5733.75,6558.75,69853.0,77979.0,89199.0
111243,111699,6810.0,6983.75,7242.5,92616.0,94979.0,98498.0
111243,181083,1852.5,2066.25,2361.25,25194.0,28101.0,32113.0
111243,181085,4147.5,4018.75,3866.25,56406.0,54655.0,52581.0
111243,195913,7513.75,8398.75,9597.5,102187.0,114223.0,130526.0
111243,195938,20353.75,22715.0,25990.0,276811.0,308924.0,353464.0
111283,111322,146440.0,141895.0,136530.0,1991584.0,1929772.0,1856808.0
111283,111349,59772.5,57916.25,55727.5,812906.0,787661.0,757894.0
111283,111359,18555.0,17978.75,17298.75,252348.0,244511.0,235263.0
111283,111442,310360.0,300725.0,289356.25,4220896.0,4089860.0,3935245.0
111283,111471,141191.25,159458.75,187808.75,1920201.0,2168639.0,2554199.0
111283,111496,38890.0,37682.5,36257.5,528904.0,512482.0,493102.0
111283,111529,81446.25,78920.0,75933.75,1107669.0,1073312.0,1032699.0
111283,111555,19446.25,18842.5,18130.0,264469.0,256258.0,246568.0
111283,111603,31446.25,30467.5,29317.5,427669.0,414358.0,398718.0
111283,111621,81075.0,91735.0,106678.75,1102620.0,1247596.0,1450831.0
111283,111657,43257.5,41913.75,40330.0,588302.0,570027.0,548488.0
111283,111699,44583.75,56521.25,77496.25,606339.0,768689.0,1053949.0
111283,181083,87972.5,108501.25,169171.25,1196426.0,1475617.0,2300729.0
111283,181085,28213.75,27337.5,26305.0,383707.0,371790.0,357748.0
111283,195727,16570.0,16056.25,15447.5,225352.0,218365.0,210086.0
111283,195913,152460.0,186687.5,249135.0,2073456.0,2538950.0,3388236.0
111283,195938,401307.5,430808.75,477402.5,5457782.0,5858999.0,6492674.0
111322,111349,5385.0,5218.75,5021.25,73236.0,70975.0,68289.0
111322,111359,14955.0,14488.75,13941.25,203388.0,197047.0,189601.0
111322,111366,18123.75,17561.25,16896.25,246483.0,238833.0,229789.0
111322,111428,35183.75,34091.25,32803.75,478499.0,463641.0,446131.0
111322,111442,50882.5,49302.5,47440.0,692002.0,670514.0,645184.0
111322,111465,48282.5,46783.75,45015.0,656642.0,636259.0,612204.0
111322,111471,2350.0,2277.5,2191.25,31960.0,30974.0,29801.0
111322,111496,17391.25,16852.5,16213.75,236521.0,229194.0,220507.0
111322,111529,29418.75,28503.75,27426.25,400095.0,387651.0,372997.0
111322,111551,4298.75,4166.25,4007.5,58463.0,56661.0,54502.0
111322,111555,28850.0,27955.0,26898.75,392360.0,380188.0,365823.0
111322,111588,13790.0,13361.25,12856.25,187544.0,181713.0,174845.0
111322,111603,34406.25,33338.75,32077.5,467925.0,453407.0,436254.0
111322,111621,21603.75,26710.0,37307.5,293811.0,363256.0,507382.0
111322,111657,11740.0,11376.25,10945.0,159664.0,154717.0,148852.0
111322,111699,18268.75,19811.25,22383.75,248455.0,269433.0,304419.0
111322,181083,16027.5,15528.75,14942.5,217974.0,211191.0,203218.0
111322,181085,16381.25,15873.75,15275.0,222785.0,215883.0,207740.0
111322,195727,4461.25,4321.25,4158.75,60673.0,58769.0,56559.0
111322,195913,41533.75,45877.5,52008.75,564859.0,623934.0,707319.0
111322,195938,267527.5,297281.25,338722.5,3638374.0,4043025.0,4606626.0
111349,111366,2723.75,2640.0,2540.0,37043.0,35904.0,34544.0
111349,111428,13462.5,13045.0,12552.5,183090.0,177412.0,170714.0
111349,111465,2948.75,2857.5,2750.0,40103.0,38862.0,37400.0
111349,111551,1765.0,1710.0,1645.0,24004.0,23256.0,22372.0
111349,111588,5403.75,5235.0,5037.5,73491.0,71196.0,68510.0
111349,111603,4166.25,4037.5,3885.0,56661.0,54910.0,52836.0
111349,111621,13638.75,15225.0,17415.0,185487.0,207060.0,236844.0
111349,111699,3857.5,3846.25,3843.75,52462.0,52309.0,52275.0
111349,181083,3303.75,3692.5,4212.5,44931.0,50218.0,57290.0
111349,181085,2566.25,2486.25,2392.5,34901.0,33813.0,32538.0
111349,195913,20643.75,23023.75,26312.5,280755.0,313123.0,357850.0
111349,195938,42632.5,47590.0,54433.75,579802.0,647224.0,740299.0
111359,111366,7941.25,7695.0,7405.0,108001.0,104652.0,100708.0
111359,111428,12310.0,11927.5,11477.5,167416.0,162214.0,156094.0
111359,111442,26562.5,25738.75,24765.0,361250.0,350047.0,336804.0
111359,111465,2853.75,2765.0,2660.0,38811.0,37604.0,36176.0
111359,111471,6332.5,6140.0,5915.0,86122.0,83504.0,80444.0
111359,111496,3915.0,3793.75,3650.0,53244.0,51595.0,49640.0
111359,111529,34707.5,33638.75,32377.5,472022.0,457487.0,440334.0
111359,111551,1915.0,1855.0,1785.0,26044.0,25228.0,24276.0
111359,111555,37352.5,36192.5,34823.75,507994.0,492218.0,473603.0
111359,111588,4743.75,4596.25,4422.5,64515.0,62509.0,60146.0
111359,111603,20068.75,19446.25,18711.25,272935.0,264469.0,254473.0
111359,111621,27665.0,31143.75,35996.25,376244.0,423555.0,489549.0
111359,111657,14733.75,14277.5,13741.25,200379.0,194174.0,186881.0
111359,111699,15873.75,18892.5,24025.0,215883.0,256938.0,326740.0
111359,181083,17905.0,22450.0,35482.5,243508.0,305320.0,482562.0
111359,181085,5727.5,5548.75,5340.0,77894.0,75463.0,72624.0
111359,195727,4067.5,3941.25,3792.5,55318.0,53601.0,51578.0
111359,195913,32248.75,39598.75,52722.5,438583.0,538543.0,717026.0
111359,195938,86638.75,96106.25,110516.25,1178287.0,1307045.0,1503021.0
111366,111442,54002.5,52323.75,50346.25,734434.0,711603.0,684709.0
111366,111471,4626.25,4483.75,4313.75,62917.0,60979.0,58667.0
111366,111496,10226.25,9908.75,9535.0,139077.0,134759.0,129676.0
111366,111529,35963.75,34846.25,33527.5,489107.0,473909.0,455974.0
111366,111555,12957.5,12555.0,12081.25,176222.0,170748.0,164305.0
111366,111603,11541.25,11182.5,10760.0,156961.0,152082.0,146336.0
111366,111621,10958.75,12400.0,14420.0,149039.0,168640.0,196112.0
111366,111657,29536.25,28621.25,27538.75,401693.0,389249.0,374527.0
111366,111699,10568.75,12526.25,15972.5,143735.0,170357.0,217226.0
111366,181083,29025.0,31497.5,39685.0,394740.0,428366.0,539716.0
111366,181085,6488.75,6286.25,6050.0,88247.0,85493.0,82280.0
111366,195727,7046.25,6827.5,6568.75,95829.0,92854.0,89335.0
111366,195913,60136.25,61130.0,64105.0,817853.0,831368.0,871828.0
111366,195938,76961.25,80282.5,85680.0,1046673.0,1091842.0,1165248.0
111428,111442,184340.0,178618.75,171863.75,2507024.0,2429215.0,2337347.0
111428,111471,17652.5,19026.25,21173.75,240074.0,258757.0,287963.0
111428,111496,24276.25,23520.0,22632.5,330157.0,319872.0,307802.0
111428,111529,44103.75,42736.25,41120.0,599811.0,581213.0,559232.0
111428,111555,20605.0,19966.25,19210.0,280228.0,271541.0,261256.0
111428,111603,20750.0,20105.0,19345.0,282200.0,273428.0,263092.0
111428,111621,12782.5,14462.5,16820.0,173842.0,196690.0,228752.0
111428,111657,26431.25,25607.5,24642.5,359465.0,348262.0,335138.0
111428,111699,8572.5,9518.75,11213.75,116586.0,129455.0,152507.0
111428,181083,22198.75,24876.25,31637.5,301903.0,338317.0,430270.0
111428,181085,10047.5,9736.25,9367.5,136646.0,132413.0,127398.0
111428,195727,9767.5,9465.0,9107.5,132838.0,128724.0,123862.0
111428,195913,24067.5,27007.5,32357.5,327318.0,367302.0,440062.0
111428,195938,35973.75,39790.0,45630.0,489243.0,541144.0,620568.0
111442,111465,91102.5,88275.0,84937.5,1238994.0,1200540.0,1155150.0
111442,111471,365282.5,407741.25,466380.0,4967842.0,5545281.0,6342768.0
111442,111551,13130.0,12725.0,12243.75,178568.0,173060.0,166515.0
111442,111588,51313.75,49718.75,47840.0,697867.0,676175.0,650624.0
111442,111603,49671.25,48130.0,46310.0,675529.0,654568.0,629816.0
111442,111621,113907.5,127146.25,145437.5,1549142.0,1729189.0,1977950.0
111442,111699,69995.0,75016.25,82075.0,951932.0,1020221.0,1116220.0
111442,181083,57742.5,64466.25,73740.0,785298.0,876741.0,1002864.0
111442,181085,99027.5,95955.0,92326.25,1346774.0,1304988.0,1255637.0
111442,195913,351621.25,392483.75,448990.0,4782049.0,5337779.0,6106264.0
111442,195938,274951.25,306906.25,351058.75,3739337.0,4173925.0,4774399.0
111465,111471,27442.5,31268.75,37061.25,373218.0,425255.0,504033.0
111465,111496,21617.5,20946.25,20155.0,293998.0,284869.0,274108.0
111465,111529,12152.5,11775.0,11331.25,165274.0,160140.0,154105.0
111465,111555,4347.5,4212.5,4053.75,59126.0,57290.0,55131.0
111465,111603,4647.5,4503.75,4333.75,63206.0,61251.0,58939.0
111465,111621,16083.75,18198.75,21163.75,218739.0,247503.0,287827.0
111465,111657,6522.5,6321.25,6081.25,88706.0,85969.0,82705.0
111465,111699,5335.0,6670.0,8980.0,72556.0,90712.0,122128.0
111465,181083,38605.0,40946.25,49252.5,525028.0,556869.0,669834.0
111465,181085,19998.75,19377.5,18645.0,271983.0,263534.0,253572.0
111465,195727,2877.5,2787.5,2682.5,39134.0,37910.0,36482.0
111465,195913,16795.0,21076.25,28785.0,228412.0,286637.0,391476.0
111465,195938,52138.75,56991.25,64466.25,709087.0,775081.0,876741.0
111471,111496,76616.25,85543.75,97850.0,1041981.0,1163395.0,1330760.0
