source,target,position_x,position_y,capacity,travel_speed,segment_length
252045,120894,20.74019422,69.14217172,9000000.0,100.0,33.439
120894,252045,20.29568471,69.37318614,9000000.0,100.0,33.439
120894,121803,20.29568471,69.37318614,9000000.0,100.0,42.938
120894,121811,20.29568471,69.37318614,9000000.0,100.0,370.404
121095,121811,30.005173,69.68991700000001,9000000.0,100.0,428.37
250458,251967,10.93109054,59.94141648,9000000.0,100.0,7.605
250458,121630,10.93109054,59.94141648,9000000.0,100.0,10.975999999999999
250458,250459,10.93109054,59.94141648,9000000.0,100.0,29.776999999999997
250640,121802,15.78508656,68.53458936,9000000.0,100.0,117.548
250640,250473,15.78508656,68.53458936,9000000.0,100.0,48.062
250640,105974,15.78508656,68.53458936,9000000.0,100.0,73.316
121802,250640,17.556037,68.556211,9000000.0,100.0,117.548
121802,121803,17.556037,68.556211,9000000.0,100.0,140.587
121802,118051,17.556037,68.556211,9000000.0,100.0,434.499
250473,250640,14.84372898,68.42089176,9000000.0,100.0,48.062
250473,105973,14.84372898,68.42089176,9000000.0,100.0,1.616
250473,121797,14.84372898,68.42089176,9000000.0,100.0,143.524
121643,121697,10.52320463,59.88848975,9000000.0,100.0,25.189
121643,250454,10.52320463,59.88848975,9000000.0,100.0,15.243
121643,250495,10.52320463,59.88848975,9000000.0,100.0,479.702
121771,121785,10.29672492,63.32181739,9000000.0,100.0,44.596999999999994
121771,121686,10.29672492,63.32181739,9000000.0,100.0,179.115
121771,121750,10.29672492,63.32181739,9000000.0,100.0,199.144
250495,121643,5.352651877,60.47658120000001,9000000.0,100.0,479.702
250495,121757,5.352651877,60.47658120000001,9000000.0,100.0,355.22700000000003
250495,118045,5.352651877,60.47658120000001,9000000.0,100.0,144.902
250459,250458,11.14590228,60.15611648,9000000.0,100.0,29.776999999999997
250459,250631,11.14590228,60.15611648,9000000.0,100.0,5.726
250459,121686,11.14590228,60.15611648,9000000.0,100.0,288.26599999999996
250631,250459,11.09420875,60.19276297,9000000.0,100.0,5.726
251967,250458,11.05026945,59.95049677,9000000.0,100.0,7.605
