source,target,position_x,position_y,capacity,travel_speed,segment_length
250454,121643,10.76216758,59.90145119,9000000.0,100.0,15.243
250454,121629,10.76216758,59.90145119,9000000.0,100.0,17.677
250454,121630,10.76216758,59.90145119,9000000.0,100.0,2.9749999999999996
121816,121811,25.793882,71.16799,9000000.0,100.0,116.39
118022,201867,10.36585782,59.43051702,9000000.0,100.0,15.161
118022,121696,10.36585782,59.43051702,9000000.0,100.0,20.764
118022,118044,10.36585782,59.43051702,9000000.0,100.0,557.424
121696,118022,10.1767525,59.57593519,9000000.0,100.0,20.764
121696,121697,10.1767525,59.57593519,9000000.0,100.0,21.31
121696,201866,10.1767525,59.57593519,9000000.0,100.0,7.642
121750,121771,7.2567179999999984,62.752638,9000000.0,100.0,199.144
121750,121768,7.2567179999999984,62.752638,9000000.0,100.0,3.984
121750,121759,7.2567179999999984,62.752638,9000000.0,100.0,26.1
121803,120894,19.590021,69.217519,9000000.0,100.0,42.938
121803,121802,19.590021,69.217519,9000000.0,100.0,140.587
121803,121808,19.590021,69.217519,9000000.0,100.0,68.83500000000001
121808,121803,18.95838,69.650254,9000000.0,100.0,68.83500000000001
121811,120894,25.012546,70.467176,9000000.0,100.0,370.404
121811,121095,25.012546,70.467176,9000000.0,100.0,428.37
121811,121816,25.012546,70.467176,9000000.0,100.0,116.39
105974,250640,14.79494,68.497936,9000000.0,100.0,73.316
118051,121802,14.1731125,66.32153479,9000000.0,100.0,434.499
118051,252067,14.1731125,66.32153479,9000000.0,100.0,34.555
118051,121785,14.1731125,66.32153479,9000000.0,100.0,426.4220000000001
121785,121771,10.900028,63.474751,9000000.0,100.0,44.596999999999994
121785,118051,10.900028,63.474751,9000000.0,100.0,426.4220000000001
121785,121783,10.900028,63.474751,9000000.0,100.0,66.89
121783,121785,12.05919263,63.33693618,9000000.0,100.0,66.89
121768,121750,7.186236,62.737949,9000000.0,100.0,3.984
121759,121750,7.086865,62.576314,9000000.0,100.0,26.1
121759,121757,7.086865,62.576314,9000000.0,100.0,48.05
121759,121686,7.086865,62.576314,9000000.0,100.0,166.135
121757,250495,6.334341,62.469147,9000000.0,100.0,355.22700000000003
121757,121759,6.334341,62.469147,9000000.0,100.0,48.05
121757,121758,6.334341,62.469147,9000000.0,100.0,13.312
121758,121757,6.0905580000000015,62.468729,9000000.0,100.0,13.312
118045,250495,5.470961073,59.46395429,9000000.0,100.0,144.902
118045,118044,5.470961073,59.46395429,9000000.0,100.0,4.936
118045,121697,5.470961073,59.46395429,9000000.0,100.0,378.594
121697,121643,10.23712089,59.74683443,9000000.0,100.0,25.189
121697,121696,10.23712089,59.74683443,9000000.0,100.0,21.31
121697,118045,10.23712089,59.74683443,9000000.0,100.0,378.594
201866,121696,10.247074,59.551915,9000000.0,100.0,7.642
121686,121771,9.131553565,62.07439243,9000000.0,100.0,179.115
121686,250459,9.131553565,62.07439243,9000000.0,100.0,288.26599999999996
121686,121759,9.131553565,62.07439243,9000000.0,100.0,166.135
121630,250458,10.804559199999998,59.89425593,9000000.0,100.0,10.975999999999999
121630,250454,10.804559199999998,59.89425593,9000000.0,100.0,2.9749999999999996
121630,121629,10.804559199999998,59.89425593,9000000.0,100.0,17.872
121629,250454,10.78390333,59.75320402,9000000.0,100.0,17.677
121629,121630,10.78390333,59.75320402,9000000.0,100.0,17.872
121629,118010,10.78390333,59.75320402,9000000.0,100.0,67.21000000000001
121629,118009,10.78390333,59.75320402,9000000.0,100.0,88.588
252067,118051,14.59386519,66.15891642,9000000.0,100.0,34.555
118044,118022,5.455247067999999,59.42192921,9000000.0,100.0,557.424
118044,118045,5.455247067999999,59.42192921,9000000.0,100.0,4.936
118044,118040,5.455247067999999,59.42192921,9000000.0,100.0,12.622
118040,118044,5.2592940000000015,59.413457,9000000.0,100.0,12.622
201867,118022,10.25268399,59.55050449,9000000.0,100.0,15.161
118009,121629,11.2705216,59.12688801,9000000.0,100.0,88.588
118010,121629,11.66485591,59.4787512,9000000.0,100.0,67.21000000000001
105973,250473,14.82568043,68.43377240000001,9000000.0,100.0,1.616
121797,250473,13.04307146,67.90134289,9000000.0,100.0,143.524
